station_name,coords,latitude,longitude,names,admin1,admin2,country
"PORTO SANTO, PO","(33.073386, -16.349975)",33.08665,-16.34253,Camacha,Madeira,Porto Santo,PT
"FORT SMITH UA NT, CA","(60.0166666, -111.9166666)",60.00029,-111.88543,Fort Smith,Northwest Territories,,CA
"TALLADEGA 10 NNE, AL US","(33.5721, -86.0573)",33.61316,-86.11831,Lincoln,Alabama,Talladega County,US
"MARISCAL LAMAR, EC","(-2.889467, -78.984397)",-2.90055,-79.00453,Cuenca,Azuay,,EC
"LYNN LAKE, CA","(56.863888, -101.07611)",54.76824,-101.86497,Flin Flon,Manitoba,,CA
"LUBBOCK INTERNATIONAL AIRPORT, TX US","(33.66578, -101.8233)",33.57786,-101.85517,Lubbock,Texas,Lubbock County,US
"LAVERTON AERO, AS","(-28.6166666, 122.4166666)",-30.74614,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU
"KURUMOCH, RS","(53.504858, 50.164336)",53.51833,50.13967,Bereza,Samara,,RU
"VANUA BALAVU AWS, FJ","(-17.2333333, -178.95)",-14.31096,-178.11094,Alo,Circonscription d'Alo,,WF
"TULLOCH BRIDGE, UK","(56.8666666, -4.7)",56.89157,-4.91982,Spean Bridge,Scotland,Highland,GB
"MOSTAGANEM, AG","(35.8833333, 0.1166666)",35.93115,0.08918,Mostaganem,Mostaganem,,DZ
"TCNL RAFAEL PABON, BL","(-21.255231, -63.405611)",-21.26235,-63.46903,Villamontes,Tarija,,BO
"NARNAUL, IN","(28.0, 76.0833333)",28.04444,76.10833,Narnaul,Haryana,Mahendragarh,IN
"PRESIDENCIA ROQUE SAENZ PENA AERO, AR","(-26.7333333, -60.4833333)",-26.78522,-60.43876,Presidencia Roque Saenz Pena,Chaco,,AR
"INCHEON, KS","(37.4666666, 126.6333333)",37.45646,126.70515,Incheon,Incheon,,KR
"BEAUFORT MCAS, SC US","(32.48333, -80.71667)",32.43575,-80.724,Burton,South Carolina,Beaufort County,US
"BIG RAPIDS ROBEN HOOD AIRPORT, MI US","(43.71667, -85.5)",43.69808,-85.48366,Big Rapids,Michigan,Mecosta County,US
"IN GUEZZAM, AG","(19.5666666, 5.7666666)",18.73694,7.38528,Arlit,Agadez,,NE
"CARTERSVILLE AIRPORT, GA US","(34.11587, -84.850713)",34.16533,-84.80231,Cartersville,Georgia,Bartow County,US
"PETROSANI, RO","(45.4166666, 23.3833333)",45.41667,23.36667,Petrosani,Hunedoara,Municipiul Petrosani,RO
"KANDLA AERODROME, IN","(23.15, 70.1166666)",23.08333,70.13333,Gandhidham,Gujarat,Kachchh,IN
"JACKSON JULIAN CARROLL AIRPORT, KY US","(37.591335, -83.313696)",37.55315,-83.38351,Jackson,Kentucky,Breathitt County,US
"VETLUGA, RS","(57.85, 45.7666666)",57.85574,45.78102,Vetluga,Nizjnij Novgorod,,RU
"EDINBURGH GOGARBANK, UK","(55.9333333, -3.35)",55.92164,-3.38028,Ratho,Scotland,Edinburgh,GB
"CAP CORSE, FR","(43.0, 9.3666666)",42.76667,9.45,Brando,Corsica,Departement de la Haute-Corse,FR
"ZUZ AGAC, KZ","(47.083, 79.717)",46.95,79.66667,Aqtoghay,East Kazakhstan,,KZ
"CAPE BRUNY CAPE BRUNY, AS","(-43.4833333, 147.15)",-43.15333,147.07253,Cygnet,Tasmania,Huon Valley,AU
"SETTLEMENT POINT GBI, US","(26.7, -79.0)",26.68711,-78.97702,West End,West Grand Bahama,,BS
"UZHHOROD, UP","(48.6333333, 22.2666666)",48.61667,22.3,Uzhhorod,Zakarpattia,Uzhgorodskiy Raion,UA
"CAIPONIA, BR","(-16.9666666, -51.8166666)",-16.95667,-51.81028,Caiaponia,Goias,Caiaponia,BR
"MOEHLIN, SZ","(47.5833333, 7.8833333)",47.59314,7.8784,Schworstadt,Baden-Wuerttemberg,Freiburg Region,DE
"CASEY UPPER PETERSON RUNWAY, AY","(-66.7, 111.5)",-34.96067,117.35321,Denmark,Western Australia,Denmark,AU
"STIGLER REGIONAL AIRPORT, OK US","(35.283, -95.1)",35.25371,-95.12302,Stigler,Oklahoma,Haskell County,US
"URUSSANGA, BR","(-28.5333333, -49.3166666)",-28.51778,-49.32083,Urussanga,Santa Catarina,Urussanga,BR
"PHITSANULOK, TH","(16.782939, 100.279122)",16.82481,100.25858,Phitsanulok,Phitsanulok,,TH
"PRINCETON MUNICIPAL AIRPORT, MN US","(45.55972, -93.60806)",45.56997,-93.58163,Princeton,Minnesota,Mille Lacs County,US
"GUALAQUIZA, EC","(-3.423214, -78.566994)",-3.40359,-78.58166,Gualaquiza,Morona-Santiago,,EC
"TERRITORY GRAPE FARM, AS","(-22.45, 133.6333333)",-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU
"MANASSAS REGIONAL DAVIS FIELD AIRPORT, VA US","(38.72139, -77.51528)",38.75095,-77.47527,Manassas,Virginia,City of Manassas,US
"MANIITSOQ, GL","(65.417, -52.933)",65.41667,-52.9,Maniitsoq,Qeqqata,,GL
"MARKNESSE AWS, NL","(52.7, 5.8833333)",52.68083,5.95417,Vollenhove,Overijssel,Gemeente Steenwijkerland,NL
"MIERKENIS, SW","(66.6833333, 16.1166666)",67.10021,15.39086,Rognan,Nordland,Saltdal,NO
"ERBENT, TX","(39.3166666, 58.6)",38.05415,58.19721,Abadan,Ahal,,TM
"CADIZ OBS, SP","(36.5, -6.25)",36.52978,-6.29465,Cadiz,Andalusia,Provincia de Cadiz,ES
"SURAT, IN","(21.2, 72.8333333)",21.19594,72.83023,Surat,Gujarat,Surat,IN
"PORTGLENONE, UK","(54.8666666, -6.45)",54.87147,-6.47146,Portglenone,Northern Ireland,,GB
"SLUBICE, PL","(52.35, 14.6)",52.35088,14.56065,Slubice,Lubusz,Powiat slubicki,PL
"HOBART, AS","(-42.836111, 147.510278)",-42.85759,147.50381,Seven Mile Beach,Tasmania,Clarence,AU
"BINAKA, ID","(1.166381, 97.704681)",2.24731,97.78697,Kuala Baru,Aceh,,ID
"ACE BASIN RESERVE, SC US","(32.55, -80.45)",32.43158,-80.66983,Beaufort,South Carolina,Beaufort County,US
"KRANGEDE, SW","(63.15, 16.1666666)",63.11041,16.35377,Hammarstrand,Jaemtland,Ragunda Kommun,SE
"OSTROVNOE, RS","(68.1166666, 164.1666666)",68.05464,166.43721,Bilibino,Chukotskiy Avtonomnyy Okrug,Bilibinskiy Rayon,RU
"SHIVELY FIELD AIRPORT, WY US","(41.44352, -106.82752)",41.45496,-106.80643,Saratoga,Wyoming,Carbon County,US
"VAUXHALL CDA CS ALTA, CA","(50.05, -112.1333333)",49.78703,-112.14603,Taber,Alberta,,CA
"ALEKSANDROV GAJ, RS","(50.15, 48.55)",50.14704,48.57037,Aleksandrov Gay,Saratov,,RU
"VANDENBERG AFB, CA US","(34.71667, -120.56667)",34.7483,-120.51817,Vandenberg Air Force Base,California,Santa Barbara County,US
"TRENTON MERCER AIRPORT, NJ US","(40.27681, -74.81587)",40.26983,-74.79988,Ewing,New Jersey,Mercer County,US
"ORDYNSKOE, RS","(54.3666666, 81.8833333)",54.3656,81.8994,Ordynskoye,Novosibirsk,,RU
"LA PLATA, AR","(-34.972222, -57.894694)",-34.92145,-57.95453,La Plata,Buenos Aires,Partido de La Plata,AR
"MORRO DO CHAPEU, BR","(-11.2166666, -41.2166666)",-11.45528,-41.43611,America Dourada,Bahia,America Dourada,BR
"SVOLVAER HELLE, NO","(68.25, 14.6666667)",68.23417,14.56834,Svolvaer,Nordland,Vagan,NO
"BEGA AWS, AS","(-36.6666666, 149.8166666)",-36.67392,149.84178,Bega,New South Wales,Bega Valley,AU
"CARMI MUNICIPAL AIRPORT, IL US","(38.08944, -88.12306)",38.09088,-88.15865,Carmi,Illinois,White County,US
"NARITA INTERNATIONAL, JA","(35.764722, 140.386389)",35.78333,140.31667,Narita,Chiba,,JP
"YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","(9.48333, 138.08333)",9.51638,138.12167,Colonia,Yap,Weloy Municipality,FM
"POPLAR BLUFF MUNICIPAL AIRPORT, MO US","(36.76973, -90.32241)",36.757,-90.39289,Poplar Bluff,Missouri,Butler County,US
"LA GRANDE IV UA, CA","(53.75, -73.6833333)",49.91684,-74.36586,Chibougamau,Quebec,Nord-du-Quebec,CA
"MINDELO, CV","(16.8333333, -25.05)",16.89014,-24.98042,Mindelo,Sao Vicente,,CV
"HYDABURG SEAPLANE BASE, AK US","(55.20631, -132.82831)",55.47639,-133.14833,Craig,Alaska,Annette Island Reserve,US
"TRUONG SA, VM","(8.65, 111.9166666)",10.5166,108.93292,Phu Quy,Binh Thuan,,VN
"MACENTA, GV","(8.5333333, -9.4666667)",8.54351,-9.47099,Macenta,Nzerekore,Macenta,GN
"THYBOROEN, DA","(56.7, 8.2166666)",56.69846,8.21238,Thyboron,Central Jutland,Lemvig Kommune,DK
"BJORLI, NO","(62.2666666, 8.2)",61.88406,8.26665,Bismo,Oppland,Skjak,NO
"WEST BEND MUNICIPAL AIRPORT, WI US","(43.41667, -88.13333)",43.42528,-88.18343,West Bend,Wisconsin,Washington County,US
"FALESTI, MD","(47.5833333, 27.7)",47.57667,27.71264,Falesti,Falesti,,MD
"OFUNATO, JA","(39.0666666, 141.7166666)",39.07167,141.71667,Ofunato,Iwate,,JP
"ISOLA STROMBOLI, IT","(38.8, 15.2333333)",38.49505,14.96037,Canneto,Sicily,Messina,IT
"PHILIP AIRPORT, SD US","(44.05099, -101.60138)",44.03943,-101.66514,Philip,South Dakota,Haakon County,US
"MAE HONG SON, TH","(19.301253, 97.975831)",19.30029,97.96852,Mae Hong Son,Mae Hong Son,,TH
"ST LANDRY PARISH AIRPORT AHART FIELD, LA US","(30.55838, -92.09938)",30.53353,-92.08151,Opelousas,Louisiana,Saint Landry Parish,US
"KLODZKO, PL","(50.4333333, 16.6166666)",50.43488,16.66145,Klodzko,Lower Silesian Voivodeship,Powiat klodzki,PL
"GARDEN CITY REGIONAL AIRPORT, KS US","(37.92208, -100.72428)",37.97169,-100.87266,Garden City,Kansas,Finney County,US
"DRAUGEN, NO","(64.35, 7.8)",63.46539,8.01437,Hopen,More og Romsdal,Smola,NO
"SAO JOSE DOS AUSENTES, BR","(-28.7513889, -50.0583333)",-28.29389,-49.93167,Sao Joaquim,Santa Catarina,Sao Joaquim,BR
"DARGANATA, TX","(40.4666666, 62.2833333)",41.18746,61.4036,Gazojak,Lebap,,TM
"MCARTHUR RIVER MINE, AS","(-16.4333333, 136.0666666)",-13.85413,136.42129,Alyangula,Northern Territory,,AU
"HUADIAN, CH","(42.9833333, 126.75)",42.96333,126.74778,Huadian,Jilin Sheng,,CN
"SALT LAKE CITY MUNICIPAL AIRPORT 2, UT US","(40.61944, -111.99278)",40.65995,-111.99633,Kearns,Utah,Salt Lake County,US
"LAGUARDIA AIRPORT, NY US","(40.77945, -73.88027)",40.84985,-73.86641,The Bronx,New York,Bronx,US
"NYDA, RS","(66.6333333, 72.9333333)",66.62472,72.92278,Nyda,Yamalo-Nenetskiy Avtonomnyy Okrug,,RU
"WILLIAMTOWN, AS","(-32.795, 151.834444)",-32.7415,151.8676,Medowie,New South Wales,Port Stephens Shire,AU
"PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","(31.832739, -104.809025)",31.04029,-104.83073,Van Horn,Texas,Culberson County,US
"CACOAL, BR","(-11.45, -61.4333333)",-11.43861,-61.44722,Cacoal,Rondonia,Cacoal,BR
"BOGUCANY, RS","(58.3833333, 97.45)",58.38139,97.45306,Boguchany,Krasnoyarskiy,,RU
"BOUIRA, AG","(36.3833333, 3.8833333)",36.37489,3.902,Bouira,Bouira,,DZ
"NEW PLYMOUTH AWS, NZ","(-39.0166666, 174.1833333)",-39.00158,174.23836,Waitara,Taranaki,New Plymouth District,NZ
"BISHKEK, KG","(42.85, 74.5333333)",42.87,74.59,Bishkek,Chuy,,KG
"BURNS HARBOR, IN US","(41.65, -87.15)",41.62587,-87.13337,Burns Harbor,Indiana,Porter County,US
"BAR HARBOR, ME US","(44.4, -68.2)",44.38758,-68.2039,Bar Harbor,Maine,Hancock County,US
"GIELAS, SW","(65.3333333, 15.0666666)",65.59736,13.98791,Hattfjelldal,Nordland,Hattfjelldal,NO
"SVINOY LH, NO","(62.3333333, 5.2666666)",62.0444,5.34739,Selje,Sogn og Fjordane,Selje,NO
"MERIDIAN KEY FIELD, MS US","(32.33483, -88.75073)",32.36431,-88.70366,Meridian,Mississippi,Lauderdale County,US
"COONABARABRAN AIRPORT AWS, AS","(-31.3166666, 149.2666666)",-31.27734,149.27904,Coonabarabran,New South Wales,Warrumbungle Shire,AU
"STAWELL AERODROME, AS","(-37.0666666, 142.7333333)",-37.05632,142.78088,Stawell,Victoria,Northern Grampians,AU
"NIZHNYJ TAGIL, RS","(57.8833333, 60.0666666)",57.78306,60.05778,Nikolo-Pavlovskoye,Sverdlovsk,,RU
"BEDOUT ISLAND, AS","(-19.5833333, 119.1)",-20.31215,118.61059,Port Hedland,Western Australia,Port Hedland,AU
"TALAR, SP","(42.2, 0.8666666)",42.16703,0.89487,Tremp,Catalonia,Provincia de Lleida,ES
"FORT SIMPSON, CA","(61.760277, -121.236667)",58.80533,-122.7002,Fort Nelson,British Columbia,,CA
"NORTHOLT, UK","(51.553, -0.418167)",51.57344,-0.42341,Ruislip,England,Greater London,GB
"TAZEWELL CO AIRPORT, VA US","(37.067, -81.8)",37.09317,-81.79373,Richlands,Virginia,Tazewell County,US
"ROBORE CIV MIL, BL","(-18.3166667, -59.75)",-18.33333,-59.75,Robore,Santa Cruz,,BO
"BAITAG, MG","(46.1166666, 91.4666666)",46.09237,91.54796,Burenhayrhan,Hovd,Bulgan District,MN
"FLAT ISLAND LIGHT, AK US","(59.332, -151.995)",59.77667,-151.83139,Anchor Point,Alaska,Kenai Peninsula Borough,US
"MYKINES, DA","(62.1, -7.6833333)",62.09726,-7.3577,Sorvagur,Vagar,,FO
"ESKILSTUNA A, SW","(59.3833333, 16.45)",59.39152,16.42229,Hallbybrunn,Soedermanland,Eskilstuna Kommun,SE
"DOAKTOWN AUTO RCS, CA","(46.6, -66.0166666)",47.02895,-65.50186,Miramichi,New Brunswick,Northumberland County,CA
"PUKASKWA, ON CA","(48.606, -86.28655)",48.7501,-86.43322,Marathon,Ontario,,CA
"NOONAMAH AIRSTRIP, AS","(-12.6166666, 131.05)",-12.55397,131.11165,McMinns Lagoon,Northern Territory,Litchfield,AU
"KIPTOPEKE, VA US","(37.17, -75.98)",37.26792,-76.01743,Cape Charles,Virginia,Northampton County,US
"ARALSK, KZ","(46.7833333, 61.6666667)",46.8,61.66667,Aral,Qyzylorda,,KZ
"PLOUJEAN, FR","(48.603222, -3.815783)",48.58333,-3.83333,Morlaix,Brittany,Departement du Finistere,FR
"GOA INTERNATIONAL, IN","(15.38083, 73.831421)",15.39835,73.84216,Chicalim,Goa,South Goa,IN
"SKYHAVEN AIRPORT, MO US","(38.783, -93.8)",38.76279,-93.73605,Warrensburg,Missouri,Johnson County,US
"MIDDLE TAMPA BAY, FL US","(27.65, -82.5833333)",27.53587,-82.56121,Memphis,Florida,Manatee County,US
"MUTOKO, ZI","(-17.431917, 32.184502)",-17.39699,32.22677,Mutoko,Mashonaland East,,ZW
"DELHI CS ONT, CA","(42.8666666, -80.55)",42.8334,-80.38297,Norfolk County,Ontario,,CA
"RED WING REGIONAL AIRPORT, MN US","(44.58917, -92.48472)",44.56247,-92.5338,Red Wing,Minnesota,Goodhue County,US
"GRAND MARAIS COOK CO AIRPORT, MN US","(47.83806, -90.38306)",47.75045,-90.33427,Grand Marais,Minnesota,Cook County,US
"GUILLERMO LEON VALENCIA, CO","(2.4544, -76.609319)",2.43823,-76.61316,Popayan,Cauca,,CO
"DUBROVNIK GORICA, HR","(42.65, 18.0833333)",42.64807,18.09216,Dubrovnik,Dubrovacko-Neretvanska,Grad Dubrovnik,HR
"DANIEL ODUBER QUIROS INTERNATIONAL, CS","(10.593289, -85.544408)",10.63504,-85.43772,Liberia,Guanacaste,,CR
"EVLAKH AIRPORT, AJ","(40.6166666, 47.15)",40.61832,47.15014,Yevlakh,Yevlax City,,AZ
"BIR, IN","(19.0, 75.7166666)",18.98921,75.75634,Beed,Maharashtra,Bid,IN
"BOISE AIR TERMINAL, ID US","(43.56705, -116.24062)",43.62211,-116.23817,Garden City,Idaho,Ada County,US
"GAGARIN, RS","(51.712631, 46.171233)",51.56361,46.24833,Shumeyka,Saratov,,RU
"DOUBLE ISLAND POINT LIGHTHOUSE, AS","(-25.9333333, 153.1833333)",-25.90432,153.09174,Rainbow Beach,Queensland,Gympie Regional Council,AU
"MOSES LAKE GRANT CO AIRPORT, WA US","(47.19295, -119.31459)",47.19433,-119.31719,Moses Lake North,Washington,Grant County,US
"ST AUGUSTINE AIRPORT, FL US","(29.95917, -81.33972)",29.93858,-81.30202,Villano Beach,Florida,Saint Johns County,US
"SZWEDEROWO, PL","(53.1, 17.983)",53.1235,18.00762,Bydgoszcz,Kujawsko-Pomorskie,Bydgoszcz,PL
"SKAGEN, DA","(57.7333333, 10.6333333)",57.72093,10.58394,Skagen,North Denmark,Frederikshavn Kommune,DK
"RIO BRANCO, BR","(-9.9666666, -67.8)",-9.97472,-67.81,Rio Branco,Acre,Rio Branco,BR
"JAM, IR","(27.820422, 52.35215)",27.82817,52.32536,Jam,Bushehr,,IR
"LOP BURI, TH","(14.8, 100.6166666)",14.79808,100.65397,Lop Buri,Lop Buri,,TH
"BIELSKO BIALA, PL","(49.8, 19.0)",49.82245,19.04686,Bielsko-Biala,Silesian Voivodeship,Bielsko-Biala,PL
"IVVAVIK NAT. PARK YT, CA","(69.15, -140.15)",64.06013,-139.43328,Dawson City,Yukon,,CA
"BURGEO NL, CA","(47.6166666, -57.6166666)",47.61668,-57.61516,Burgeo,Newfoundland and Labrador,,CA
"UDU POINT AWS, FJ","(-16.1333333, -179.9833333)",-14.29034,-178.16551,Sigave,Circonscription de Sigave,,WF
"APODI, BR","(-5.6272222, -37.8319444)",-5.66417,-37.79889,Apodi,Rio Grande do Norte,Apodi,BR
"UCCLE, BE","(50.8, 4.35)",50.76781,4.33688,Linkebeek,Flanders,Provincie Vlaams-Brabant,BE
"GALUUT, MG","(46.7, 100.1333333)",46.70197,100.1433,Bayanhoshuu,Bayanhongor,,MN
"VINDEBAEK KYST, DA","(54.8833333, 12.1833333)",54.88875,12.04102,Stubbekobing,Zealand,Guldborgsund Kommune,DK
"STOVEPIPE WELLS 1 SW, CA US","(36.602, -117.1449)",36.90856,-116.75923,Beatty,Nevada,Nye County,US
"MURIAE, BR","(-21.1, -42.3833333)",-21.13056,-42.36639,Muriae,Minas Gerais,Muriae,BR
"GALENA AIRPORT, AK US","(64.73667, -156.93444)",59.03972,-158.4575,Dillingham,Alaska,Dillingham Census Area,US
"OUM EL BOUAGHI, AG","(35.8666666, 7.1166666)",35.87541,7.11353,Oum el Bouaghi,Oum el Bouaghi,,DZ
"KOMAKA, RS","(60.2666666, 111.7333333)",59.44326,112.56993,Vitim,Sakha,,RU
"CAPE CACCIA, IT","(40.5666667, 8.1666667)",40.56541,8.32092,Alghero,Sardinia,Provincia di Sassari,IT
"IGNACIO AGRAMONTE INTERNATIONAL, CU","(21.420278, -77.8475)",21.38083,-77.91694,Camaguey,Camaguey,,CU
"KITSISSUT CAREY OEER, GL","(76.6333333, -73.0)",70.46916,-68.59143,Clyde River,Nunavut,,CA
"NEW ORLEANS LAKEFRONT AIRPORT, LA US","(30.04934, -90.02899)",29.95437,-90.00535,Arabi,Louisiana,Saint Bernard Parish,US
"KING COVE, AK US","(55.17, -162.27)",55.33655,-160.4988,Sand Point,Alaska,Aleutians East Borough,US
"BRATOLJUBOVKA, RS","(50.7833333, 129.3333333)",50.7207,129.29122,Romny,Amur,,RU
"KURESSAARE, EN","(58.217, 22.5)",58.24806,22.50389,Kuressaare,Saare,Kuressaare linn,EE
"SANTA ANA, CO","(4.758181, -75.955753)",4.74639,-75.91167,Cartago,Valle del Cauca,,CO
"RIZE, TU","(41.0333333, 40.5166666)",41.02083,40.52194,Rize,Rize,,TR
"EILAT, IS","(29.561281, 34.960081)",29.55805,34.94821,Eilat,Southern District,,IL
"CRESTVIEW FAA AP, FL US","(30.77715, -86.51938)",30.76213,-86.57051,Crestview,Florida,Okaloosa County,US
"ALTAY, CH","(47.7333333, 88.0833333)",47.72457,88.05108,Awiytan,Xinjiang Uygur Zizhiqu,,CN
"MARKA INTERNATIONAL, JO","(31.972703, 35.991569)",31.95522,35.94503,Amman,Amman,,JO
"FUZULI, AJ","(39.59456, 47.19571)",39.60094,47.14529,Fizuli,Fuezuli,,AZ
"ABEOKUTA, NI","(7.1666666, 3.3333333)",7.15571,3.34509,Abeokuta,Ogun,,NG
"FREDERICKTON CDA CS, CA","(45.92, -66.6)",45.94541,-66.66558,Fredericton,New Brunswick,,CA
"POKHARA, NP","(28.200539, 83.981283)",28.26689,83.96851,Pokhara,Western Region,Gandaki Zone,NP
"TWILLINGATE AUT NFLD, CA","(49.6833333, -54.8)",49.24993,-55.04816,Lewisporte,Newfoundland and Labrador,,CA
"YUIL SK, RS","(63.6666666, 69.6)",62.43965,71.76029,Nizhnesortymskiy,Khanty-Mansiyskiy Avtonomnyy Okrug,,RU
"OAXACA OAX., MX","(17.05, -96.7166666)",17.06542,-96.72365,Oaxaca de Juarez,Oaxaca,,MX
"CASEMENT, EI","(53.301667, -6.451333)",53.28028,-6.44444,Saggart,Leinster,South Dublin,IE
"PLATTEVILLE MUNICIPAL AIRPORT, WI US","(42.683, -90.45)",42.73416,-90.47846,Platteville,Wisconsin,Grant County,US
"TORRINGTON MUNICIPAL AIRPORT, WY US","(42.06131, -104.15846)",42.06246,-104.18439,Torrington,Wyoming,Goshen County,US
"SEMMERING, AU","(47.6166666, 15.8166666)",47.63347,15.82993,Semmering,Lower Austria,Politischer Bezirk Neunkirchen,AT
"AVALON CATALINA AIRPORT, CA US","(33.40419, -118.41456)",33.34281,-118.32785,Avalon,California,Los Angeles County,US
"FORT HUACHUCA PIONEER AIRFIELD, AZ US","(31.60563, -110.42809)",31.62787,-110.33397,Huachuca City,Arizona,Cochise County,US
"ERZINCAN, TU","(39.710203, 39.527003)",39.73919,39.49015,Erzincan,Erzincan,,TR
"GGP KATEK, RS","(55.5333333, 89.2)",55.54028,89.20083,Sharypovo,Krasnoyarskiy,,RU
"ARINOS, BR","(-15.9, -46.05)",-15.91694,-46.10556,Arinos,Minas Gerais,Arinos,BR
"MUSLJUMOVO, RS","(55.3166666, 53.1833333)",55.30333,53.19472,Muslyumovo,Tatarstan,,RU
"PRESTWICK RNAS, UK","(55.5166666, -4.5833333)",55.48333,-4.61667,Prestwick,Scotland,South Ayrshire,GB
"ASKER, NO","(59.85, 10.4333333)",59.83333,10.43721,Asker,Akershus,Asker,NO
"BORDEN FLATS LIGHT, MA US","(41.7, -71.17)",41.70149,-71.15505,Fall River,Massachusetts,Bristol County,US
"SUOMUSSALMI PESIO, FI","(64.9333333, 28.75)",64.88685,28.90778,Suomussalmi,Kainuu,Kehys-Kainuu,FI
"MUNGLINUP WEST, AS","(-33.55, 120.7)",-33.58303,120.04688,Ravensthorpe,Western Australia,Ravensthorpe,AU
"KEMCHUG, RS","(56.1, 91.6666666)",56.28232,91.5376,Kedrovyy,Krasnoyarskiy,,RU
"MISAWA NAVAL AIR STATION, JA","(40.703222, 141.368364)",40.68682,141.38969,Misawa,Aomori,,JP
"UBON RATCHATHANI AGROMET, TH","(15.2333333, 105.0333333)",15.24158,105.0922,Sawang Wirawong,Changwat Ubon Ratchathani,,TH
"BENBECULA, UK","(57.481111, -7.362778)",57.44737,-7.34273,Benbecula,Scotland,Eilean Siar,GB
"POHANG, KS","(35.987858, 129.420486)",36.03222,129.365,Pohang,Gyeongsangbuk-do,,KR
"NKHOTA KOTA, MI","(-12.9166667, 34.2666667)",-12.92744,34.29614,Nkhotakota,Central Region,Nkhotakota District,MW
"JOHN MERCER PIER, NC US","(34.2, -77.83)",34.20934,-77.84359,Seagate,North Carolina,New Hanover County,US
"THRISSUR, IN","(10.5166666, 76.2166666)",10.51667,76.21667,Trichur,Kerala,Thrissur District,IN
"SHANWEI, CH","(22.7833333, 115.3666666)",22.78199,115.3475,Shanwei,Guangdong,,CN
"SHIONOMISAKI, JA","(33.45, 135.75)",33.73333,135.98333,Shingu,Wakayama,,JP
"STORLIEN VISJOVALEN A, SW","(63.2833333, 12.1166666)",63.41406,11.74298,Meraker,Nord-Trondelag,Meraker,NO
"LA QUIACA, AR","(-22.150556, -65.5775)",-22.10236,-65.59299,La Quiaca,Jujuy,,AR
"BAKHMARO, GG","(41.85, 42.3166666)",41.64353,42.30397,Khulo,Ajaria,,GE
"RANAI, ID","(3.908714, 108.387897)",1.16667,108.96667,Pemangkat,West Kalimantan,,ID
"PUERTO DESEADO, AR","(-47.735292, -65.904097)",-47.75034,-65.89382,Puerto Deseado,Santa Cruz,,AR
"IN ATEI, AG","(20.5666666, 6.1166666)",18.73694,7.38528,Arlit,Agadez,,NE
"DENNES POINT, AS","(-43.0666666, 147.35)",-43.00311,147.31694,Blackmans Bay,Tasmania,Kingborough,AU
"VIOOLSDRIF, SF","(-28.7694444, 17.6233333)",-29.25188,16.8697,Port Nolloth,Northern Cape,Namakwa District Municipality,ZA
"ZIKAMANUS, ZI","(-18.2, 27.9666666)",-18.93149,27.80696,Lupane,Matabeleland North,,ZW
"ARRIACH, AU","(46.7333333, 13.85)",46.73194,13.85194,Arriach,Carinthia,Politischer Bezirk Villach Land,AT
"VAN, TU","(38.468219, 43.3323)",38.49457,43.38323,Van,Van,,TR
"SANIKILUAQ AIRPORT, CA","(56.533, -79.25)",49.75018,-77.63277,Matagami,Quebec,Nord-du-Quebec,CA
"ANGADS, MO","(34.78715, -1.923986)",34.68053,-1.90764,Oujda,Oriental,Oujda-Angad,MA
"ROVANIEMI RAUTATIEASEMA, FI","(66.5, 25.7166666)",66.5,25.71667,Rovaniemi,Lapland,Rovaniemi,FI
"BADGERY S CREEK AIRPORT, AS","(-33.9, 150.7333333)",-33.93333,150.73333,Bringelly,New South Wales,Liverpool,AU
"SHALATIN, EG","(23.1333333, 35.5833333)",25.06305,34.89005,Marsa Alam,Red Sea,,EG
"CHAHBAHAR, IR","(25.2833333, 60.6166666)",25.2919,60.643,Chabahar,Sistan and Baluchestan,,IR
"VELIKIE LUKI, RS","(56.35, 30.62)",56.34,30.54517,Velikiye Luki,Pskov,,RU
"MONTICELLO MUNICIPAL AIRPORT, AR US","(33.63602, -91.7555)",33.629,-91.79096,Monticello,Arkansas,Drew County,US
"YANGJIANG, CH","(21.8666666, 111.9666666)",21.85563,111.96272,Yangjiang,Guangdong,,CN
"SANTA MARIA, BR","(-10.984, -37.070333)",-10.91111,-37.07167,Aracaju,Sergipe,Aracaju,BR
"WHYALLA, AS","(-33.058889, 137.514444)",-33.03268,137.56483,Whyalla,South Australia,Whyalla,AU
"ALTAR SON., MX","(30.7166666, -111.8333333)",30.71626,-111.83653,Altar,Sonora,,MX
"FORT COLLINS LOVELAND AIRPORT, CO US","(40.45, -105.01667)",40.39776,-105.07498,Loveland,Colorado,Larimer County,US
"VAL DE CANS INTERNATIONAL, BR","(-1.37925, -48.476292)",-1.45583,-48.50444,Belem,Para,Belem,BR
"GRINDAVIK, IC","(63.85, -22.4166666)",63.83849,-22.43931,Grindavik,Southern Peninsula,,IS
"RANKIN INLET, CA","(62.81139, -92.115833)",62.81732,-92.08324,Rankin Inlet,Nunavut,,CA
"VILLAROCHE, FR","(48.604725, 2.671119)",48.5717,2.6648,Voisenon,Ile-de-France,Departement de Seine-et-Marne,FR
